periodyear,res16p,emp,wages,wagelt5k,wage5to10k,wage10to20k,wage20to50k,wage50kplus,privatesector,stategovt,localgovt,female,male,age45p,age50p,empQ1,empQ2,empQ3,empQ4,fourq,newhires,uiclaimants,prevagri,prevmine,prevutil,prevconstr,prevmanu,prevtrade,prevtrans,previnfo,prevfin,prevrealest,prevprof,prevmanag,prevadminwaste,prevedu,prevhealth,prevarts,prevaccom,prevstate,agiaexp,community__name,community__gnis_feature_id,community__census_code,community__census_area__name,community__census_area__gnis_feature_id,community__census_area__census_code,community__census_area__county_code,community__census_area__historical,community__census_area__notes,community__alaska_native_regional_corporation__name,community__latitude,community__longitude,community__aea_energy_region__name,community__dcra_community_id
2012,49,32,597780.00,7,6,6,11,2,20,0,12,13,19,7,4,23,26,27,28,18,0,9,0,1,0,8,10,4,5,0,2,11,0,0,3,0,18,0,9,0,,Akhiok,1398007,650,Kodiak Island Borough,1419974,99150,150,0,,"Koniag, Incorporated",56.9455556,-154.1702778,Kodiak,0b1ab70f-3a34-46fe-8aac-c43348797f98
2013,47,29,490654.00,5,8,7,8,1,17,0,12,12,17,8,5,22,26,22,20,16,13,15,0,1,0,3,8,4,4,0,2,9,0,2,0,0,15,0,6,1,,Akhiok,1398007,650,Kodiak Island Borough,1419974,99150,150,0,,"Koniag, Incorporated",56.9455556,-154.1702778,Kodiak,0b1ab70f-3a34-46fe-8aac-c43348797f98
2014,45,30,511418.00,9,3,7,10,1,12,0,18,13,17,7,6,20,24,25,24,17,14,6,0,0,0,1,5,2,1,0,2,6,0,5,2,0,16,0,3,0,,Akhiok,1398007,650,Kodiak Island Borough,1419974,99150,150,0,,"Koniag, Incorporated",56.9455556,-154.1702778,Kodiak,0b1ab70f-3a34-46fe-8aac-c43348797f98
2015,52,36,570380.00,11,9,3,12,1,18,1,17,18,18,9,8,22,26,27,31,18,20,6,0,1,0,1,3,3,2,0,2,8,0,5,1,0,19,0,5,1,,Akhiok,1398007,650,Kodiak Island Borough,1419974,99150,150,0,,"Koniag, Incorporated",56.9455556,-154.1702778,Kodiak,0b1ab70f-3a34-46fe-8aac-c43348797f98
2016,469,280,4542981.27,113,40,40,68,19,97,1,182,138,142,99,67,193,197,219,213,140,125,80,1,7,11,19,17,117,13,3,18,58,4,3,8,0,42,2,5,4,,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2000,355,262,3224430.50,110,36,57,54,5,157,4,101,121,141,67,44,199,190,214,196,139,113,64,0,3,27,7,14,129,8,7,77,34,0,0,4,1,16,1,6,18,,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2002,372,295,3700505.00,132,37,63,53,10,76,4,215,134,161,81,50,214,225,229,213,137,173,90,0,4,36,10,13,146,9,10,61,30,2,0,6,0,35,2,7,15,,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2003,378,284,3992261.00,105,49,59,58,13,80,2,202,134,150,87,58,207,216,220,225,152,141,86,0,2,30,15,8,141,8,9,68,30,1,0,7,0,44,2,4,13,,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2004,375,296,4324984.00,116,35,71,59,15,97,2,197,138,158,86,52,238,226,223,230,152,154,99,0,2,32,33,8,149,9,7,67,21,0,0,7,1,44,1,5,16,251,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2005,389,292,4848576.00,100,42,60,66,24,133,3,156,132,160,82,55,209,232,259,223,156,149,90,0,2,37,76,8,153,14,10,66,24,1,0,5,1,45,0,4,13,265,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2006,391,301,4554327.00,110,47,57,75,12,99,8,194,135,166,87,59,207,223,250,230,148,161,92,0,1,35,64,4,152,16,11,59,22,2,0,17,0,46,1,4,48,265,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2007,390,295,4972675.00,102,33,61,83,16,83,17,195,133,162,92,66,206,241,263,232,158,151,100,0,2,24,66,6,148,12,11,53,22,4,0,18,1,42,2,4,52,254,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2008,412,307,4906498.00,120,50,46,71,20,101,6,200,143,164,94,68,231,229,243,229,159,133,120,0,5,23,72,7,162,12,10,48,19,3,0,16,0,43,0,9,47,264,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2009,418,295,4545556.00,122,40,47,70,16,89,2,204,137,158,96,69,204,205,219,241,148,134,128,0,6,18,72,10,156,13,12,37,17,3,0,13,0,41,0,7,48,257,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2010,420,308,5629040.00,110,37,63,72,26,108,2,198,146,162,109,78,244,235,237,236,164,160,124,0,8,14,46,9,144,13,7,31,31,3,0,15,1,51,0,5,42,255,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2011,433,310,5485362.00,113,37,54,86,20,95,3,212,154,156,106,71,249,232,223,230,157,137,120,0,7,11,50,14,129,8,6,31,42,2,0,7,1,49,2,10,32,287,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2001,366,267,3288745.00,111,45,52,54,5,159,1,107,121,146,65,44,190,193,212,199,130,149,77,0,3,29,10,12,132,13,6,63,35,0,0,5,1,22,1,4,12,,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2012,444,288,4705566.00,110,31,60,71,16,90,2,196,136,152,105,73,215,222,229,215,151,0,113,1,10,13,43,18,116,8,6,37,46,2,0,6,0,53,3,9,17,,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2013,443,257,4231679.00,95,34,48,64,16,76,1,180,137,120,102,69,191,173,197,180,123,102,114,1,8,13,43,17,106,10,4,26,44,2,2,3,0,43,2,5,12,,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2014,447,269,4299357.00,98,43,50,64,14,90,1,178,133,136,96,67,193,188,221,204,129,143,82,1,8,11,36,14,113,8,5,23,54,3,0,5,0,41,3,8,7,,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2015,456,283,4545048.00,116,33,50,64,20,101,0,182,145,138,92,62,192,195,225,214,136,142,75,0,9,11,40,13,112,10,4,24,49,3,0,5,0,42,2,7,7,,Akiachak,1398011,760,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9094444,-161.4313889,Lower Yukon-Kuskokwim,d9eef633-a710-4daa-9470-d36de6b53199
2016,245,195,2402574.94,80,32,39,42,2,60,0,135,96,99,60,55,141,148,170,151,107,94,56,0,10,0,4,5,74,4,2,0,33,3,2,15,1,36,0,6,4,,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2000,196,154,1735092.51,61,28,36,26,3,94,0,60,84,70,44,27,119,120,124,119,78,86,19,0,0,0,32,5,70,7,3,4,15,6,0,3,1,22,0,2,12,,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2001,199,161,1986556.00,59,28,40,31,3,95,0,66,78,83,47,26,115,121,142,125,88,89,19,0,2,0,37,9,75,9,1,5,23,5,0,4,1,28,0,2,5,,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2002,222,177,2096803.00,66,35,42,29,5,55,1,121,92,85,52,27,131,129,145,129,96,94,40,1,3,0,36,10,89,10,3,3,26,7,0,5,1,32,0,11,5,,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2003,223,174,2268282.00,61,36,37,35,5,59,1,114,87,87,58,34,121,136,138,144,91,103,39,1,1,0,34,7,85,9,4,3,31,7,0,3,1,44,0,5,4,,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2004,236,179,2380864.00,62,34,44,33,6,80,1,98,94,85,62,37,141,143,151,150,109,86,52,0,0,0,42,7,83,9,6,1,30,7,0,4,0,56,0,3,2,135,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2005,240,187,2524958.00,79,31,35,32,10,89,1,97,97,90,65,38,144,136,155,135,96,93,45,0,2,0,48,6,83,5,7,2,24,2,0,1,0,56,0,3,1,146,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2006,239,186,2272815.00,78,28,38,39,3,81,1,104,99,87,66,43,138,146,152,141,102,89,45,0,2,0,44,1,80,8,6,2,19,0,0,2,0,54,1,3,2,140,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2007,234,177,2481890.00,52,31,48,41,5,63,2,112,88,89,68,45,127,149,148,140,95,102,52,0,2,0,44,1,85,4,5,1,29,1,1,3,0,56,2,3,3,136,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2008,238,181,2561167.00,64,29,45,35,8,51,2,128,93,88,68,45,140,152,143,144,107,81,70,0,1,0,37,1,89,5,5,0,25,0,1,3,0,57,0,10,4,143,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2009,243,194,2546842.00,71,43,34,39,7,53,2,139,99,95,69,48,135,156,163,146,104,106,74,0,1,2,25,2,93,7,3,2,32,1,1,7,0,47,3,11,4,146,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2010,247,199,2488436.00,79,36,39,38,7,58,2,139,96,103,70,52,144,143,165,152,99,105,85,0,1,1,16,2,88,8,2,2,31,0,1,8,1,47,3,10,4,150,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2011,254,197,3083957.00,65,30,43,50,9,83,4,110,101,96,69,52,148,150,165,159,109,81,73,0,3,0,8,0,79,6,2,2,39,7,1,6,1,41,3,8,7,162,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2012,249,201,2958717.00,77,23,51,40,10,80,0,121,107,94,68,54,165,153,158,149,109,0,82,0,10,1,7,1,77,6,1,1,35,13,0,9,1,40,3,5,4,,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2013,236,178,2466148.00,76,23,35,35,9,58,0,120,95,83,58,46,135,132,140,131,92,74,73,0,10,0,6,3,78,7,1,1,31,12,1,3,1,41,0,5,5,,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2014,252,190,2535797.00,82,25,33,45,5,60,0,130,105,85,58,52,138,138,152,138,98,87,52,0,9,0,9,3,85,7,1,0,39,13,1,4,1,41,0,6,4,,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2015,241,183,2348974.00,70,32,41,36,4,50,0,133,95,88,62,54,129,134,146,133,90,82,58,0,10,0,7,3,71,5,2,0,35,13,1,5,1,39,0,5,4,,Akiak,1398012,870,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.9122222,-161.2138889,Lower Yukon-Kuskokwim,f35f3e25-97e9-423d-8a37-f06d15b4edbf
2016,224,211,7674307.72,8,6,16,155,26,179,2,30,72,139,108,83,205,203,200,187,180,24,87,1,0,0,3,167,38,7,2,0,4,2,0,2,0,5,0,13,3,,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2000,95,85,1766005.62,14,13,21,33,4,58,0,27,33,52,32,21,77,75,76,66,58,33,16,2,0,0,5,32,3,12,0,28,6,1,0,2,0,13,0,16,7,,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2001,113,102,2413680.65,15,13,16,50,8,66,0,36,40,62,36,22,92,94,94,90,76,33,27,1,0,0,2,46,4,11,1,36,6,0,0,0,1,17,0,18,2,,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2002,100,92,2037932.02,17,9,20,39,7,63,0,29,37,55,36,23,86,82,85,82,68,30,22,0,0,0,3,39,6,11,1,36,9,0,0,0,0,14,0,13,1,,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2003,123,110,2762244.58,18,13,9,60,10,80,0,30,40,70,47,30,98,103,103,98,85,25,22,1,0,0,3,51,7,12,0,46,11,3,0,2,0,16,0,12,1,,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2004,106,98,2553838.35,10,11,19,50,8,73,0,25,39,59,45,27,94,92,91,83,78,26,28,0,0,0,2,47,8,14,0,41,9,3,0,3,0,16,0,10,3,74,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2005,104,91,2387335.75,8,11,19,46,7,59,0,32,37,54,41,24,87,84,88,81,75,20,19,0,0,0,1,41,7,19,1,36,11,6,0,3,0,16,0,12,2,75,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2006,86,76,2000038.59,8,6,24,28,10,46,1,29,31,45,38,25,69,70,71,70,61,23,14,2,0,0,2,29,3,17,2,30,12,4,0,2,0,13,0,10,4,65,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2007,83,69,1888032.76,5,11,16,28,9,48,0,21,28,41,34,22,64,65,62,63,56,19,17,4,1,0,6,30,1,15,2,24,11,5,0,3,0,9,0,11,4,61,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2008,93,78,2412136.58,6,7,15,37,13,56,0,22,29,49,42,29,73,75,75,71,67,21,13,7,0,0,5,38,0,12,2,25,8,3,0,2,0,7,0,18,5,64,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2009,136,127,3614835.72,10,9,24,69,15,97,0,30,52,74,75,57,121,123,117,107,104,19,42,10,0,0,6,81,3,11,2,27,9,1,0,2,0,7,2,21,4,69,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2010,144,129,3470075.61,8,5,16,94,6,99,2,28,51,76,71,56,125,120,121,101,90,26,36,10,0,0,10,85,4,12,2,26,10,1,0,3,0,11,1,19,7,83,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2011,137,126,4438814.10,8,6,19,70,23,101,0,25,46,80,75,62,120,120,118,111,104,25,42,9,0,0,13,76,4,8,3,30,7,1,0,0,0,10,0,16,4,85,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2012,134,126,3948050.00,12,10,17,70,17,101,0,25,48,78,71,58,111,114,112,107,98,0,45,7,0,0,8,78,24,8,3,30,8,0,0,1,0,11,0,13,5,,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2013,132,122,3851715.00,6,7,23,71,15,88,0,34,47,75,68,56,116,115,109,108,101,24,42,4,0,0,7,70,29,8,2,27,4,1,0,1,0,10,0,15,2,,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2014,136,128,4300395.00,7,8,14,79,20,92,2,34,51,77,71,58,122,123,120,112,108,25,44,0,0,0,8,74,35,8,3,24,4,2,0,3,0,8,0,14,3,,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2015,176,167,5614632.00,10,8,17,111,21,134,2,31,61,106,88,69,163,159,154,148,145,31,63,0,0,0,6,113,38,7,3,24,4,2,0,2,0,8,0,12,2,,Akutan,1418123,1090,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.1355556,-165.7730556,Aleutians,e569dafa-a01c-4f00-92c2-b27d9ee32ea8
2016,433,285,4508503.43,110,45,48,61,21,192,4,89,149,136,76,53,165,187,241,186,124,144,67,2,1,1,38,168,152,40,6,1,54,3,0,7,0,25,1,6,19,,Alakanuk,1398042,1200,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,62.6888889,-164.6152778,Lower Yukon-Kuskokwim,ce7e59f5-2ed0-4555-8468-0a18a3a36191
2000,381,244,2639568.31,115,41,52,29,7,125,9,110,126,118,55,33,194,182,188,188,132,136,68,1,1,0,17,74,140,13,9,2,41,1,0,6,0,67,0,14,69,,Alakanuk,1398042,1200,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,62.6888889,-164.6152778,Lower Yukon-Kuskokwim,ce7e59f5-2ed0-4555-8468-0a18a3a36191
2001,381,241,2474557.00,101,53,60,23,4,126,4,111,134,107,53,30,179,177,188,190,119,144,58,1,2,1,28,61,152,9,7,1,40,7,0,8,1,61,0,12,52,,Alakanuk,1398042,1200,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,62.6888889,-164.6152778,Lower Yukon-Kuskokwim,ce7e59f5-2ed0-4555-8468-0a18a3a36191
2002,380,255,2955783.00,95,62,55,36,7,137,3,115,134,121,53,31,197,203,203,189,130,142,86,0,1,1,45,55,150,8,8,1,27,6,0,10,1,58,2,10,54,,Alakanuk,1398042,1200,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,62.6888889,-164.6152778,Lower Yukon-Kuskokwim,ce7e59f5-2ed0-4555-8468-0a18a3a36191
2003,381,248,3125189.00,100,40,66,29,13,137,6,105,132,116,62,37,191,185,192,186,136,134,77,0,1,1,51,46,142,7,9,0,8,6,0,9,1,48,3,15,49,,Alakanuk,1398042,1200,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,62.6888889,-164.6152778,Lower Yukon-Kuskokwim,ce7e59f5-2ed0-4555-8468-0a18a3a36191
